id,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
car40,Mercedes-Benz,190-Class,1993,regular unleaded,158.0,6.0,MANUAL,rear wheel drive,4.0,Luxury,Compact,Sedan,25,17,617,2000
car41,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,23,3916,32850
car42,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,34,23,3916,38650
car43,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,31,20,3916,48750
car44,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,23,3916,34850
car45,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Compact,Convertible,34,22,3916,40650
car46,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31,20,3916,44150
car47,BMW,2 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,34,22,3916,32850
car48,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,30,20,3916,46150
car49,BMW,2 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,30,20,3916,50750
car50,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,31,21,3916,46450
car51,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32,21,3916,49050
car52,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,32,21,3916,51050
car53,BMW,2 Series,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,32,21,3916,44450
car54,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,34,23,3916,38950
car55,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,35,24,3916,33150
car56,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,33,24,3916,35150
car57,BMW,2 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Compact,Convertible,33,23,3916,40950
car58,Audi,200,1990,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,20,16,3105,2000
car59,Audi,200,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Wagon,22,15,3105,2000
car60,Audi,200,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,23,15,3105,2000
car61,Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,3105,2000
car62,Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,22,16,3105,2000
car63,Audi,200,1991,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,20,16,3105,2000
car64,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25170
car65,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,23950
car66,Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29370
car67,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995
car68,Chrysler,200,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,36,23,1013,26625
car69,Chrysler,200,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,30825
car70,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995
car71,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795
car72,Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,31785
car73,Chrysler,200,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,29,18,1013,29905
car74,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490
car75,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27570
car76,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690
car77,Chrysler,200,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490
car78,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,29905
car79,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,31785
car80,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,26685
car81,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,22490
car82,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,25690
car83,Chrysler,200,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Midsize,Sedan,28,18,1013,30900
car84,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,27795
car85,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,21995
car86,Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,36,23,1013,24490
car87,Nissan,200SX,1996,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,26,2009,2000
car88,Nissan,200SX,1996,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,26,2009,2000
car89,Nissan,200SX,1996,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,21,2009,2000
car90,Nissan,200SX,1997,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,29,21,2009,2000
car91,Nissan,200SX,1997,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,2009,2000
car92,Nissan,200SX,1997,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,2009,2000
car93,Nissan,200SX,1998,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,2009,2000
car94,Nissan,200SX,1998,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,25,2009,2000
car95,Nissan,200SX,1998,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,28,20,2009,2073
car96,Nissan,240SX,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3713
car97,Nissan,240SX,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3520
car98,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,3910
car99,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,4182
car100,Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,4107
car101,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4299
car102,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4693
car103,Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4107
car104,Volvo,240,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000
car105,Volvo,240,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,23,18,870,2000
car106,Volvo,240,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000
car107,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000
car108,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000
car109,Volvo,240,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000
car110,Volvo,240,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000
car111,Volvo,240,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,25,18,870,2000
car112,Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16020
car113,Mazda,2,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14530
car114,Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,16860
car115,Mazda,2,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15370
car116,Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,17050
car117,Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15560
car118,Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16210
car119,Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720
car120,Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,17050
car121,Mazda,2,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,28,586,15560
car122,Mazda,2,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,16210
car123,Mazda,2,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720
car124,BMW,3 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,47250
car125,BMW,3 Series Gran Turismo,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,22,3916,41850
car126,BMW,3 Series Gran Turismo,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,22,3916,41850
car127,BMW,3 Series Gran Turismo,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,34,22,3916,43000
car128,BMW,3 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,49200
car129,BMW,3 Series Gran Turismo,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916,49650
car130,BMW,3 Series Gran Turismo,2017,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury",Midsize,4dr Hatchback,33,23,3916,43950
car131,BMW,3 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,33,22,3916,41950
car132,BMW,3 Series,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance,Hybrid",Midsize,Sedan,33,25,3916,50150
car133,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,35,23,3916,37500
car134,BMW,3 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,43750
car135,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,45,32,3916,39000
car136,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,22,3916,39500
car137,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,22,3916,39500
car138,BMW,3 Series,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,34950
car139,BMW,3 Series,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3916,45750
car140,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,43,31,3916,43450
car141,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,35,23,3916,37500
car142,BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,43,31,3916,41000
car143,BMW,3 Series,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,36,24,3916,32950
car144,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,40,30,3916,41850
car145,BMW,3 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33,22,3916,47800
car146,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,32,3916,39850
car147,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916,38350
car148,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,34,22,3916,40350
car149,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916,38350
car150,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,34,22,3916,42650
car151,BMW,3 Series,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,36,24,3916,33150
car152,BMW,3 Series,2016,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,35150
car153,BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,40,30,3916,44150
car154,BMW,3 Series,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,33,22,3916,45800
car155,BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,23,3916,38750
car156,BMW,3 Series,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,34,23,3916,35450
car157,BMW,3 Series,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,35,23,3916,33450
car158,BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,33,23,3916,40750
car159,BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,40,30,3916,42250
car160,BMW,3 Series,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,33,23,3916,42950
car161,BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,32,3916,40250
car162,BMW,3 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,21,3916,49900
car163,BMW,3 Series,2017,premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,47900
car164,BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Wagon,40,30,3916,44450
car165,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,19,15,617,2232
car166,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,20,15,617,2000
car167,Mercedes-Benz,300-Class,1991,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,17,617,2000
car168,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,20,15,617,2105
car169,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,18,15,617,2199
car170,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,617,2000
car171,Mercedes-Benz,300-Class,1991,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,19,15,617,2124
car172,Mercedes-Benz,300-Class,1991,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,21,14,617,3552
car173,Mercedes-Benz,300-Class,1991,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,22,15,617,2179
